# x1,x2,x3,x4,y
-3.919775857822438425e-01,7.462402352350634427e-01,5.586502090671070508e-01,1.069296271060711900e+00,0.000000000000000000e+00
1.341785099498837841e-01,-5.265274564321434925e-01,-4.816740991335226041e-01,-9.822775605442902735e-01,1.000000000000000000e+00
2.625217436404159166e-02,-5.121074600756930773e-01,-5.325496657588887350e-01,-1.122167796630676451e+00,1.000000000000000000e+00
-1.133434468338930579e+00,1.380302205523873171e+00,7.823399289245418498e-01,1.324447834388914114e+00,0.000000000000000000e+00
5.001394266434064928e-01,-2.482128138112216775e-01,4.141709943065632199e-02,2.359121539378027377e-01,1.000000000000000000e+00
4.644445118861475486e-01,-1.449272878752678739e-01,1.301433116898585429e-01,4.136018682188133955e-01,1.000000000000000000e+00
-1.767031855537694263e+00,2.303883698014213444e+00,1.382511374725684083e+00,2.410325254278249396e+00,0.000000000000000000e+00
2.900987226598570334e-01,-1.210386594795226811e+00,-1.118555465751147171e+00,-2.287431109426869114e+00,1.000000000000000000e+00
-1.602409000555893304e+00,5.344777357226507819e-01,-4.120996890768598431e-01,-1.348667305725448573e+00,0.000000000000000000e+00
-1.890202745651700322e+00,6.440827681659525572e-01,-4.715283867487757852e-01,-1.559943787581075991e+00,0.000000000000000000e+00
-2.843883513495985005e-01,-4.178618213971255907e-02,-2.195396869406526785e-01,-5.499842805623698094e-01,0.000000000000000000e+00
-9.523455405293868026e-01,1.003949649932087240e+00,4.903949027982580922e-01,7.586131756091443190e-01,0.000000000000000000e+00
-2.351991998505496895e+00,3.727426749933144268e-01,-1.046037611348257679e+00,-2.915593837550279233e+00,0.000000000000000000e+00
9.767189173973680472e-01,-2.672245725639023628e-01,3.139264505975549735e-01,9.551712109348772239e-01,1.000000000000000000e+00
1.321174921302066707e+00,-3.833879360239940137e-01,4.011498511174881876e-01,1.242192507754791064e+00,1.000000000000000000e+00
-1.502463250980757392e+00,1.904396376197047491e+00,1.117081184633179403e+00,1.925457489479372786e+00,0.000000000000000000e+00
-4.582960986997658415e-01,3.100912393763336494e-01,5.059531195777771523e-02,-2.829953846355381941e-02,0.000000000000000000e+00
-2.138619552168613769e+00,4.569196618416573319e-01,-8.247218999563296071e-01,-2.382861142153181344e+00,0.000000000000000000e+00
6.204168122519071460e-01,-4.904621262612182120e-01,-1.442182263713948365e-01,-1.223592204865050492e-01,0.000000000000000000e+00
9.374048377552306466e-01,-9.756732902048056433e-01,-4.692807279397842590e-01,-7.182364116702006918e-01,1.000000000000000000e+00
4.973823777588772810e-01,-2.067617333905103771e-01,8.413433745940002151e-02,3.257314701643144739e-01,1.000000000000000000e+00
4.901572140898166063e-01,-1.210331911033008190e+00,-9.955521789309980107e-01,-1.967233735846330323e+00,1.000000000000000000e+00
1.228860792692995085e+00,-1.655334890380687929e+00,-1.018372118668393167e+00,-1.797004458035030616e+00,1.000000000000000000e+00
-5.986010847751885855e-01,8.709399648233047131e-01,5.652769577340063245e-01,1.022198474016848158e+00,0.000000000000000000e+00
1.874799229307319237e+00,-2.034931995433777008e+00,-1.028123058958341884e+00,-1.626503394019082727e+00,1.000000000000000000e+00
1.300077661066887824e+00,-1.262605437845140122e+00,-5.538275858289364306e-01,-7.902769802249598463e-01,1.000000000000000000e+00
4.460910103474181598e-01,-4.971011815782770960e-01,-2.584622845201039465e-01,-4.163551144631210121e-01,1.000000000000000000e+00
7.147644526138715593e-01,-3.530796103750696857e-01,6.095706360523017731e-02,3.408975743663014146e-01,1.000000000000000000e+00
1.118002165447407936e+00,-5.330890956381175716e-01,1.158983098026769576e-01,5.768228477474754978e-01,1.000000000000000000e+00
1.051986413239513363e+00,-2.378715972313570348e-01,3.916310197426467465e-01,1.142319296967676312e+00,1.000000000000000000e+00
1.243030554099935570e+00,-1.400799510379692192e+00,-7.369495847512561593e-01,-1.195701651763940720e+00,1.000000000000000000e+00
1.025196708674959156e+00,-1.035998798918725594e+00,-4.799628088371019619e-01,-7.149157789297146959e-01,1.000000000000000000e+00
1.263203916747246414e+00,-3.456281016638268477e-01,4.059808180568951763e-01,1.235283888092776339e+00,1.000000000000000000e+00
4.069152407961870166e-01,-1.516699348825908400e-01,8.756484237528824877e-02,3.062329470432060274e-01,1.000000000000000000e+00
-8.514527083276081099e-01,1.002862685295001111e+00,5.512333662976808268e-01,9.175603707188977332e-01,0.000000000000000000e+00
2.084252346362883479e+00,-4.191201092493714864e-01,8.318101138829909758e-01,2.381808521808222778e+00,1.000000000000000000e+00
1.052152581002018916e+00,-5.825688405785011126e-01,2.241721222919975179e-02,3.589884769442697188e-01,1.000000000000000000e+00
-1.233238263925405143e+00,1.052290322092031882e+00,3.695672521756018236e-01,4.191059850882112858e-01,0.000000000000000000e+00
-1.991762751088421268e+00,1.053609193042657655e+00,-9.516617171440690248e-02,-7.914571988867278307e-01,0.000000000000000000e+00
-2.903125082167742343e-01,3.289142091046015626e-01,1.739959075277775213e-01,2.832470342853798950e-01,0.000000000000000000e+00
8.250777751787899961e-01,-1.422216944360537250e+00,-1.016746949121838162e+00,-1.913071249454714851e+00,1.000000000000000000e+00
-6.263281293945657247e-01,-1.659924817012519913e-02,-4.026908293812186401e-01,-1.039795648578322629e+00,0.000000000000000000e+00
-7.745330269279515623e-01,2.444702944312003856e-01,-2.140537886868917328e-01,-6.834215938680732183e-01,0.000000000000000000e+00
6.484841776875861497e-01,-6.009354960064644535e-01,-2.453331095149544061e-01,-3.285922819917141968e-01,1.000000000000000000e+00
-1.088432256577543056e+00,1.144000844021988206e+00,5.568174753589645309e-01,8.592653198215672861e-01,0.000000000000000000e+00
-1.635873622724866028e-01,2.301930970989015945e-01,1.461021655151267251e-01,2.615725856661295090e-01,0.000000000000000000e+00
3.044939216544256810e-01,-1.540471486363599873e-01,2.207546268934902287e-02,1.369652488040030702e-01,1.000000000000000000e+00
3.745931621361101582e-01,-8.319444232798639538e-01,-6.611589798398783691e-01,-1.291940007939995194e+00,1.000000000000000000e+00
1.780798637929552175e+00,-3.736877385560460341e-01,6.940017349239357980e-01,1.999594658255170465e+00,1.000000000000000000e+00
-1.271313995264404584e+00,4.609876124713240264e-01,-2.873661937879279926e-01,-9.860136011650367793e-01,0.000000000000000000e+00
1.708134074458631524e+00,-3.610797843965550813e-01,6.628546099304859496e-01,1.912000343168434702e+00,1.000000000000000000e+00
2.015314942003252341e+00,-4.142197030456818974e-01,7.946954611892175224e-01,2.282655790017670938e+00,1.000000000000000000e+00
1.247903260691226146e+00,-1.263746782144561154e+00,-5.871138984432384689e-01,-8.763452742309004728e-01,1.000000000000000000e+00
-1.449109775654637611e+00,1.416018393230262795e+00,6.266107184638517458e-01,9.005929683820860232e-01,0.000000000000000000e+00
-1.765901413234786332e+00,1.563020389025275625e+00,5.894294452711834609e-01,7.279369628156494576e-01,0.000000000000000000e+00
-1.905437527138594156e+00,9.791715984515575455e-01,-1.218695589619347708e-01,-8.225639094182835009e-01,0.000000000000000000e+00
1.016908117904287145e+00,-1.565703528911511322e+00,-1.052593373844291857e+00,-1.932348947463461197e+00,1.000000000000000000e+00
2.140460138765574172e+00,-4.900601017106508417e-01,7.903456519979629169e-01,2.310468073337484718e+00,1.000000000000000000e+00
8.265989717719022245e-01,-1.777587298666294169e+00,-1.396563429188502292e+00,-2.718497234909263760e+00,1.000000000000000000e+00
-6.711581266040449467e-01,6.010480731985359260e-01,2.315195932882266050e-01,2.925722104934620482e-01,0.000000000000000000e+00
1.267147443535946216e+00,-8.605446870478999921e-01,-1.432882441899876180e-01,7.103858861372303046e-02,0.000000000000000000e+00
-6.634220972950299888e-02,-5.996631340757787587e-01,-6.832619696448954949e-01,-1.469348717995232256e+00,1.000000000000000000e+00
-1.316826115675486575e+00,1.293674222699577880e+00,5.768226814843865347e-01,8.341095177979320763e-01,0.000000000000000000e+00
8.791273730164597122e-01,-6.421926302932701169e-01,-1.477965403342437478e-01,-5.337624784982220039e-02,1.000000000000000000e+00
-7.510364179729396295e-01,5.324319554034093877e-02,-4.044988569262787381e-01,-1.080544012472446358e+00,0.000000000000000000e+00
5.683848720338779970e-02,-3.919448119661603780e-01,-3.850082326562930257e-01,-8.000683312813438031e-01,0.000000000000000000e+00
6.742686168785894107e-01,-2.410455933372009085e-01,1.561062184370424211e-01,5.307941617928845224e-01,1.000000000000000000e+00
-1.647452568144986085e+00,2.239354638836310585e-01,-7.725024976827069567e-01,-2.126684921277682605e+00,0.000000000000000000e+00
1.178338757011620164e+00,-4.766030188512688226e-01,2.134981642908152788e-01,8.017644171228979211e-01,1.000000000000000000e+00
1.851127848124406228e+00,-3.289192221878247113e-01,7.851880485033284618e-01,2.213885983582956740e+00,1.000000000000000000e+00
8.669899561410070454e-01,-2.361667335533243206e-01,2.797692285117749922e-01,8.502195940106055394e-01,1.000000000000000000e+00
7.524324365254209113e-01,-4.017417612514384562e-01,3.196802927415069717e-02,2.905393207990888405e-01,0.000000000000000000e+00
9.537461927267522066e-01,-1.272171962150125735e+00,-7.769132051730727184e-01,-1.366119278718370689e+00,1.000000000000000000e+00
-1.739922436093215063e+00,1.456738416878385678e+00,4.915219082659789129e-01,5.278909550225399094e-01,0.000000000000000000e+00
-1.385357307847913111e-01,-9.055315436196302858e-01,-1.055341937705234212e+00,-2.280178430956692370e+00,0.000000000000000000e+00
-8.500314708211094139e-01,8.347546471570965743e-01,3.719922674877967905e-01,5.376759438303088112e-01,0.000000000000000000e+00
2.555380700203753186e-01,6.398894893803713790e-02,2.255984410366737025e-01,5.543001099799551579e-01,0.000000000000000000e+00
8.594147499206126195e-01,-1.054013818776634359e+00,-6.011447507691387582e-01,-1.021103262718369820e+00,1.000000000000000000e+00
9.464135064950809362e-01,-2.422891611187230343e-01,3.220187772284667793e-01,9.633710750814836743e-01,1.000000000000000000e+00
7.377265212671952899e-01,-1.378401913875655804e+00,-1.023483765746450613e+00,-1.953220039255898488e+00,1.000000000000000000e+00
-2.095479418777383529e+00,1.954159971718872901e+00,8.059645692217874968e-01,1.089819526744685740e+00,0.000000000000000000e+00
-1.849033479018870274e+00,1.907214230122259213e+00,9.071177220596674529e-01,1.377386478662734115e+00,0.000000000000000000e+00
-7.252591809183350779e-01,4.616089387374335273e-01,4.887408692920768016e-02,-1.109694654233946975e-01,0.000000000000000000e+00
1.803018359901700673e+00,-3.940933045310443528e-01,6.857937709664819748e-01,1.988756172128045563e+00,1.000000000000000000e+00
-2.239957990097370732e+00,1.226968751878231068e+00,-6.195190511224396568e-02,-7.944476293650236665e-01,0.000000000000000000e+00
1.980714913732417370e+00,-1.250259288390221712e+00,-1.223182836630960918e-01,3.267391685771561249e-01,1.000000000000000000e+00
-5.859297259251956547e-01,8.394095081782476653e-01,5.392816633909323087e-01,9.707934878168077431e-01,0.000000000000000000e+00
8.130939661771495741e-01,-1.695564543154629344e+00,-1.316981929159632081e+00,-2.553642378184040052e+00,1.000000000000000000e+00
-3.111343009806738724e+00,3.284327600335320341e+00,1.606841699907778587e+00,2.488398288632665434e+00,0.000000000000000000e+00
1.240508206396264690e+00,-3.273038948608733012e-01,4.116662540404381621e-01,1.240629309409324144e+00,1.000000000000000000e+00
1.189669472008038520e+00,-1.598314091541611415e+00,-9.813636090385113864e-01,-1.730081759222926063e+00,1.000000000000000000e+00
1.415371119073543626e+00,-1.288096565191396037e+00,-5.102864442470956829e-01,-6.637679914406573456e-01,1.000000000000000000e+00
1.697384353341657715e-02,-9.270225726025516089e-01,-9.828004427240583096e-01,-2.080234399834803849e+00,1.000000000000000000e+00
2.223929535263797774e-01,-1.360511547915767894e+00,-1.321010677069519135e+00,-2.737030894123948954e+00,1.000000000000000000e+00
-2.141902207844947892e-01,1.518016571883178401e-01,3.101424607463520999e-02,2.406755558595041755e-03,0.000000000000000000e+00
8.465585821069941952e-01,-3.369348665256214348e-01,1.592481438444362796e-01,5.884563392041637364e-01,1.000000000000000000e+00
7.761266115517501119e-01,-1.711790432012483265e+00,-1.357084747133311398e+00,-2.649672497968345475e+00,1.000000000000000000e+00
6.977947757021231157e-01,-1.832426471741769036e-01,2.324953729252474954e-01,6.998364408079539301e-01,1.000000000000000000e+00
1.789865611864338568e+00,-1.456165204216066655e+00,-4.602154890740135507e-01,-4.466839192377038970e-01,1.000000000000000000e+00
9.891426706411933223e-01,-1.590722401663111185e+00,-1.096462206190902844e+00,-2.033645958694503264e+00,1.000000000000000000e+00
-3.153796451209101015e-02,-1.388071676945189292e+00,-1.506590843919106915e+00,-3.205946467009798351e+00,1.000000000000000000e+00
-5.911049562637541444e-01,7.048738095864894859e-01,3.919568618554242767e-01,6.566750407308683535e-01,0.000000000000000000e+00
9.516952864743478679e-01,-1.029802398896144444e+00,-5.184936949961910235e-01,-8.184243017076113791e-01,1.000000000000000000e+00
1.089502811366243940e+00,-9.405464241248508994e-01,-3.381741993298535975e-01,-3.950417175243964296e-01,0.000000000000000000e+00
-1.325590173617313905e+00,3.142266741588945478e-01,-4.779640572045740221e-01,-1.406480038400513610e+00,0.000000000000000000e+00
-5.572012636089396231e-02,2.044390099551773587e-01,1.847978279557264125e-01,3.756025971991254764e-01,0.000000000000000000e+00
2.194354176426665859e+00,-1.484532353210836098e+00,-2.420327299169782453e-01,1.359695402337171011e-01,1.000000000000000000e+00
1.319001184508429070e+00,-8.240386876316105891e-01,-7.230855053482475314e-02,2.369879644851735634e-01,1.000000000000000000e+00
-9.130589514101861148e-01,8.626104578395461520e-01,3.631044279659312313e-01,5.001627668793033887e-01,0.000000000000000000e+00
8.180332270420936913e-01,-2.506559833673386306e-01,2.341590871147407327e-01,7.389555886452964240e-01,1.000000000000000000e+00
4.984206872816829836e-01,-3.230771782036994666e-01,-3.985040624885754362e-02,6.297396349510731017e-02,0.000000000000000000e+00
-1.030881673199766757e+00,8.210638816138076113e-01,2.461833280981866878e-01,2.172110986729494098e-01,0.000000000000000000e+00
-8.509552738961928542e-01,6.192396885169155762e-01,1.405172602386958736e-01,4.627003147120678506e-02,0.000000000000000000e+00
1.495352818210075263e+00,-1.545742631908324505e+00,-7.371816412331144708e-01,-1.121509612064276906e+00,1.000000000000000000e+00
-6.515938122738198501e-01,-1.311703657722217420e-01,-5.409716183678586754e-01,-1.340671483493889315e+00,0.000000000000000000e+00
-1.488159581401141685e+00,2.931979684537063258e-01,-6.004006728112497582e-01,-1.714378751031247594e+00,0.000000000000000000e+00
1.133154938228492004e+00,-1.528260112726510744e+00,-9.410369469327497516e-01,-1.661246231126022543e+00,1.000000000000000000e+00
-2.415060581249346416e+00,2.507576899449473817e+00,1.202510574105596808e+00,1.836599420856733778e+00,0.000000000000000000e+00
1.653330481012850406e+00,-1.339128073952540410e+00,-4.187262422980083665e-01,-3.990668255206673010e-01,1.000000000000000000e+00
-5.260635068160564032e-01,3.941789648110218813e-01,9.904264362934150911e-02,5.443531593479256081e-02,0.000000000000000000e+00
6.121892859216730987e-01,-8.856832671611344354e-01,-5.727226998021753834e-01,-1.033974542674033437e+00,0.000000000000000000e+00
7.967989507280215378e-01,-1.906221267588840973e-01,2.854312401953305045e-01,8.414572691759920620e-01,1.000000000000000000e+00
-8.517578931264047082e-01,8.282595833741417113e-02,-4.347010125243825907e-01,-1.174437851214023665e+00,0.000000000000000000e+00
-1.171131321974471007e+00,1.485073057477795722e+00,8.714272718836292286e-01,1.502311228095998707e+00,0.000000000000000000e+00
-1.284604821165481914e+00,1.253208212067643768e+00,5.532679363672887707e-01,7.936693206698126613e-01,0.000000000000000000e+00
1.518408749777041544e+00,-1.977753176475564700e+00,-1.185878006871476931e+00,-2.066707581230280866e+00,1.000000000000000000e+00
-3.052769750012191974e+00,1.131847944857865773e+00,-6.633747466192448927e-01,-2.311100200792439274e+00,0.000000000000000000e+00
