,teamID,batch,userID,ffID,sIndex,rn
99077,naive_benchmark,13,544081007.0,550668067.0,0.9999314091319104,3.0
99236,naive_benchmark,13,606902667.0,550681945.0,0.9739233848448962,3.0
100943,naive_benchmark,13,550534377.0,551700337.0,0.9686337845359694,3.0
104058,naive_benchmark,13,561054567.0,553546433.0,0.9462705017379228,3.0
104129,naive_benchmark,13,647789999.0,553546433.0,0.9999817044981476,3.0
104364,naive_benchmark,13,155712967.0,553669971.0,0.999938089107506,5.0
104394,naive_benchmark,13,553546433.0,553669971.0,0.9997986077149632,3.0
105830,naive_benchmark,13,544081007.0,554598359.0,0.9999417055478688,2.0
106698,naive_benchmark,13,87702431.0,555328483.0,0.9999993972569864,2.0
106930,naive_benchmark,13,561265031.0,555423121.0,0.9993014642569634,4.0
108767,naive_benchmark,13,1564910303.0,556768691.0,0.349401130900378,4.0
113019,naive_benchmark,13,544081007.0,560562837.0,0.999978206910752,1.0
113039,naive_benchmark,13,620253459.0,560562837.0,0.2460274831485951,5.0
113703,naive_benchmark,13,614236615.0,561054567.0,0.7652576149860784,3.0
113723,naive_benchmark,13,890975703.0,561054567.0,0.2079863597738066,3.0
115581,naive_benchmark,13,578945467.0,562365629.0,0.3049262524897103,2.0
118190,naive_benchmark,13,584372993.0,565648357.0,0.9351676650614116,3.0
118192,naive_benchmark,13,586816385.0,565648357.0,0.564168518713511,5.0
118199,naive_benchmark,13,598035735.0,565648357.0,0.9121534999505284,3.0
118213,naive_benchmark,13,614236615.0,565648357.0,0.7761045761952854,2.0
118220,naive_benchmark,13,703427521.0,565648357.0,0.951582473956941,1.0
118225,naive_benchmark,13,739353675.0,565648357.0,0.4112231895731533,5.0
118226,naive_benchmark,13,742848329.0,565648357.0,0.7974910871605891,3.0
118233,naive_benchmark,13,790204339.0,565648357.0,0.4891759259638289,3.0
118235,naive_benchmark,13,890975703.0,565648357.0,0.1593613288661184,5.0
118693,naive_benchmark,13,571524805.0,566185421.0,0.5059936464634688,3.0
118789,naive_benchmark,13,87726597.0,566404705.0,0.9999999429203572,4.0
118805,naive_benchmark,13,248744817.0,566404705.0,0.184903722337059,1.0
120976,naive_benchmark,13,560955119.0,567847867.0,0.9997681296331534,4.0
121850,naive_benchmark,13,582471237.0,568230555.0,0.7894566696954195,4.0
126063,naive_benchmark,13,595033267.0,571670299.0,0.9999981844295758,4.0
127744,naive_benchmark,13,760695869.0,572941239.0,0.1201990802619465,4.0
127750,naive_benchmark,13,800552679.0,572941239.0,0.1201990802619465,4.0
127756,naive_benchmark,13,1489023993.0,572941239.0,0.979561114886187,5.0
127785,naive_benchmark,13,728915677.0,572959247.0,0.9951529504883132,5.0
128603,naive_benchmark,13,542581467.0,573593649.0,0.9988854496569476,3.0
134873,naive_benchmark,13,583501021.0,579422379.0,0.9999999999272446,4.0
136749,naive_benchmark,13,532465875.0,580704825.0,0.9991515609099768,5.0
138772,naive_benchmark,13,728351165.0,582092353.0,0.9351351973222772,5.0
139864,naive_benchmark,13,724535251.0,582992935.0,0.9999543533217636,5.0
140424,naive_benchmark,13,703427521.0,583321491.0,0.7688288574301475,3.0
140759,naive_benchmark,13,87702431.0,583546375.0,0.9999934670138848,3.0
141546,naive_benchmark,13,826170107.0,584176205.0,0.1236845487514835,5.0
143388,naive_benchmark,13,1073996485.0,586083029.0,0.1748327027352104,1.0
144507,naive_benchmark,13,606908629.0,586816385.0,0.8770274074876288,3.0
144832,naive_benchmark,13,587162791.0,586966673.0,0.999999976521742,3.0
145017,naive_benchmark,13,597171517.0,587103545.0,0.7361539629881104,4.0
146101,naive_benchmark,13,620253459.0,588085045.0,0.247838895105631,3.0
148518,naive_benchmark,13,826170107.0,589832203.0,0.1236847102465345,3.0
149768,naive_benchmark,13,586816385.0,590904627.0,0.7151360366953518,2.0
150167,naive_benchmark,13,646929247.0,591372621.0,0.9504158546047956,3.0
153830,naive_benchmark,13,544081007.0,595635199.0,0.9997957973213482,5.0
157912,naive_benchmark,13,547885901.0,602028937.0,0.999913975848148,5.0
157939,naive_benchmark,13,739353675.0,602028937.0,0.4218864675490083,4.0
160445,naive_benchmark,13,586816385.0,606908629.0,0.8770274074876288,1.0
160468,naive_benchmark,13,614236615.0,606908629.0,0.7097626510022704,4.0
160480,naive_benchmark,13,742848329.0,606908629.0,0.7961913249027138,4.0
160850,naive_benchmark,13,760408719.0,607879043.0,0.9888302000682117,2.0
162819,naive_benchmark,13,647789999.0,612083455.0,0.9999596345952032,4.0
164408,naive_benchmark,13,1075641905.0,614037163.0,0.40441327595861,5.0
164581,naive_benchmark,13,561054567.0,614236615.0,0.7652576149860784,5.0
166308,naive_benchmark,13,1073996485.0,617151123.0,0.1748327027352104,2.0
168529,naive_benchmark,13,1046003515.0,624392075.0,0.8970171237997391,3.0
168628,naive_benchmark,13,1075641905.0,624479015.0,0.4077402698913686,3.0
169204,naive_benchmark,13,531344905.0,627461023.0,0.7225606618755138,2.0
172571,naive_benchmark,13,87808217.0,638748333.0,0.9999999998807734,1.0
173751,naive_benchmark,13,1075641905.0,642572009.0,0.4060249128229991,4.0
174748,naive_benchmark,13,590633257.0,646929247.0,0.9906882022124162,2.0
174823,naive_benchmark,13,800552679.0,646929247.0,0.1465878407474829,3.0
175025,naive_benchmark,13,171043555.0,647789999.0,0.9446946121078502,1.0
175057,naive_benchmark,13,553546433.0,647789999.0,0.9999817044981476,2.0
175101,naive_benchmark,13,613667015.0,647789999.0,0.5480342824782177,2.0
175107,naive_benchmark,13,633458069.0,647789999.0,0.2220311253452549,3.0
175114,naive_benchmark,13,728351165.0,647789999.0,0.992371305821484,2.0
175126,naive_benchmark,13,790204339.0,647789999.0,0.5104222176920983,2.0
178472,naive_benchmark,13,1073996485.0,664137865.0,0.171033957467436,3.0
178946,naive_benchmark,13,790204339.0,670657339.0,0.4567199411844427,4.0
181324,naive_benchmark,13,605258283.0,699549873.0,0.9724435272013124,1.0
181336,naive_benchmark,13,625129567.0,699549873.0,0.9999999971397396,4.0
181450,naive_benchmark,13,1046003515.0,699597869.0,0.6802493174412426,5.0
182119,naive_benchmark,13,721579335.0,703798555.0,0.9928750817369276,5.0
182786,naive_benchmark,13,800552679.0,712234811.0,0.165144305168688,2.0
183675,naive_benchmark,13,171043555.0,721579335.0,0.8394624491672,4.0
183773,naive_benchmark,13,747810047.0,721579335.0,0.8222777176221991,3.0
184481,naive_benchmark,13,633458069.0,728351165.0,0.2207388788267907,5.0
184491,naive_benchmark,13,737382627.0,728351165.0,0.8919377537454789,1.0
184493,naive_benchmark,13,742848329.0,728351165.0,0.7757340314783471,5.0
185683,naive_benchmark,13,580213669.0,736347081.0,0.9914296619164502,3.0
185775,naive_benchmark,13,826170107.0,736347081.0,0.1710339746788792,1.0
185784,naive_benchmark,13,1565089227.0,736347081.0,0.3862900617635701,5.0
187714,naive_benchmark,13,790204339.0,747810047.0,0.4565242412427531,5.0
188701,naive_benchmark,13,87702431.0,756472073.0,0.9999929091858346,5.0
189700,naive_benchmark,13,826170107.0,763264281.0,0.1236847089307808,4.0
191513,naive_benchmark,13,561265031.0,776905803.0,0.999790895954896,2.0
191776,naive_benchmark,13,577845511.0,779000421.0,0.9973030548021132,1.0
192364,naive_benchmark,13,800552679.0,784864013.0,0.1651443070734987,1.0
197027,naive_benchmark,13,614421633.0,966806089.0,0.9448061716369466,2.0
197346,naive_benchmark,13,531344905.0,986222195.0,0.3689360747869867,3.0
197410,naive_benchmark,13,605258283.0,986222195.0,0.8791865055410075,2.0
199612,naive_benchmark,13,606777051.0,1489023993.0,0.4174622649895572,4.0
199648,naive_benchmark,13,736347081.0,1489023993.0,0.9395418857441272,3.0
199649,naive_benchmark,13,750555979.0,1489023993.0,0.1727922483642126,2.0
200745,naive_benchmark,13,712234811.0,1496055407.0,0.4044015065652034,5.0
202592,naive_benchmark,13,961139465.0,1564910303.0,0.1201990642271774,2.0
204079,naive_benchmark,13,572941239.0,2351305041.0,0.9999989093846138,3.0
204643,naive_benchmark,13,568230555.0,2649853527.0,0.9999079055996296,4.0
204729,naive_benchmark,13,594475903.0,2649875239.0,0.99999999999878,3.0
207412,naive_benchmark,13,531445867.0,4182319913.0,0.9985194259195488,1.0
208493,naive_benchmark,13,589871045.0,87720147.0,0.3793695495052313,1.0
208602,naive_benchmark,13,185203523.0,87757841.0,0.9999903560797228,5.0
209461,naive_benchmark,13,248744817.0,150023465.0,0.1848388605417055,4.0
209483,naive_benchmark,13,548029223.0,150023465.0,0.9993148730194849,1.0
209501,naive_benchmark,13,561265031.0,150023465.0,0.9998825055700962,1.0
209549,naive_benchmark,13,598035735.0,150023465.0,0.9420334931644362,2.0
209567,naive_benchmark,13,611415081.0,150023465.0,0.999642454637772,1.0
209848,naive_benchmark,13,620253459.0,156984681.0,0.3009962423679041,1.0
209877,naive_benchmark,13,790204339.0,156984681.0,0.5157467364144956,1.0
209994,naive_benchmark,13,550534377.0,161870145.0,0.975641361997916,2.0
213609,naive_benchmark,13,739353675.0,487822707.0,0.4833771687854622,2.0
214630,naive_benchmark,13,566404705.0,530177267.0,0.9999737070011848,4.0
215133,naive_benchmark,13,782949725.0,530984801.0,0.1201990766979851,3.0
215137,naive_benchmark,13,961139465.0,530984801.0,0.1201990642271774,3.0
215544,naive_benchmark,13,586816385.0,531445867.0,0.7073184181420585,3.0
215565,naive_benchmark,13,598035735.0,531445867.0,0.9424797390377933,1.0
215584,naive_benchmark,13,611415081.0,531445867.0,0.9922224086347016,4.0
215610,naive_benchmark,13,736347081.0,531445867.0,0.8977260011307799,4.0
215613,naive_benchmark,13,753727943.0,531445867.0,0.3983569296798737,5.0
216123,naive_benchmark,13,589871045.0,532010355.0,0.3224819469878872,5.0
216332,naive_benchmark,13,753727943.0,532053793.0,0.5593883188130132,1.0
217447,naive_benchmark,13,584372993.0,534114203.0,0.9440624913505048,2.0
218098,naive_benchmark,13,737382627.0,534372039.0,0.8234367468777158,5.0
218388,naive_benchmark,13,766457703.0,534840171.0,0.2986497359088765,3.0
218541,naive_benchmark,13,550534377.0,535115827.0,0.9674926054900296,4.0
220217,naive_benchmark,13,550534377.0,539793959.0,0.9666382129774376,5.0
222135,naive_benchmark,13,150023465.0,548029223.0,0.9993148730194849,3.0
222190,naive_benchmark,13,571524805.0,548029223.0,0.5223049431715411,1.0
222244,naive_benchmark,13,611415081.0,548029223.0,0.9973567569513712,2.0
222260,naive_benchmark,13,633458069.0,548029223.0,0.2220301192819984,4.0
222274,naive_benchmark,13,747810047.0,548029223.0,0.9538387119989188,1.0
222281,naive_benchmark,13,782949725.0,548029223.0,0.1422545543924771,1.0
222547,naive_benchmark,13,1508358149.0,548378831.0,0.2475043970407943,3.0
222930,naive_benchmark,13,703427521.0,549146223.0,0.692268194213909,5.0
222935,naive_benchmark,13,736347081.0,549146223.0,0.8808797374660692,5.0
222936,naive_benchmark,13,742848329.0,549146223.0,0.9250627296603504,1.0
223029,naive_benchmark,13,584372993.0,549698591.0,0.9338914475030824,4.0
223098,naive_benchmark,13,703427521.0,549698591.0,0.7023142809497334,4.0
223106,naive_benchmark,13,753727943.0,549698591.0,0.483684795120149,3.0
225233,naive_benchmark,13,598035735.0,560955119.0,0.7849858044689554,5.0
225265,naive_benchmark,13,747810047.0,560955119.0,0.7990798659652203,4.0
225399,naive_benchmark,13,890975703.0,561174061.0,0.1641791066695122,4.0
225471,naive_benchmark,13,87717933.0,561265031.0,0.9944329897062352,1.0
225475,naive_benchmark,13,150023465.0,561265031.0,0.9998825055700962,1.0
225499,naive_benchmark,13,561054567.0,561265031.0,0.998121324243896,1.0
225509,naive_benchmark,13,580213669.0,561265031.0,0.99644034125,2.0
225550,naive_benchmark,13,611415081.0,561265031.0,0.9966090338815357,3.0
225569,naive_benchmark,13,728351165.0,561265031.0,0.99142438378534,3.0
225580,naive_benchmark,13,1489023993.0,561265031.0,0.996555462021842,1.0
225599,naive_benchmark,13,473733623.0,561349395.0,0.9966789821098287,5.0
226211,naive_benchmark,13,87714443.0,563902099.0,0.1578307645373097,3.0
227427,naive_benchmark,13,168921263.0,574111981.0,0.99999607344285,3.0
227440,naive_benchmark,13,531445867.0,574111981.0,0.9978948894948336,2.0
227450,naive_benchmark,13,549146223.0,574111981.0,0.9997878409499044,3.0
227458,naive_benchmark,13,561054567.0,574111981.0,0.9627520625340732,2.0
227511,naive_benchmark,13,611415081.0,574111981.0,0.9843062840718064,5.0
227535,naive_benchmark,13,753727943.0,574111981.0,0.4575459444425742,4.0
227545,naive_benchmark,13,1489023993.0,574111981.0,0.9926907904992006,2.0
227876,naive_benchmark,13,292604263.0,577007851.0,0.9952637302682456,5.0
227879,naive_benchmark,13,473733623.0,577007851.0,0.9999901350663511,1.0
227909,naive_benchmark,13,565648357.0,577007851.0,0.999950597418658,4.0
228979,naive_benchmark,13,633458069.0,580213669.0,0.2603481631786112,1.0
228993,naive_benchmark,13,736347081.0,580213669.0,0.9914296619164502,1.0
229009,naive_benchmark,13,1489023993.0,580213669.0,0.9866876023617074,4.0
229012,naive_benchmark,13,1565089227.0,580213669.0,0.3862901227201191,4.0
229509,naive_benchmark,13,703427521.0,584372993.0,0.8724056618587063,2.0
229516,naive_benchmark,13,737382627.0,584372993.0,0.8277192564473207,4.0
230088,naive_benchmark,13,782949725.0,588385359.0,0.1201990704381285,4.0
230092,naive_benchmark,13,961139465.0,588385359.0,0.1201990642271774,4.0
230503,naive_benchmark,13,646929247.0,590633257.0,0.9906882022124162,1.0
231608,naive_benchmark,13,782949725.0,599002113.0,0.1201990655537289,5.0
231612,naive_benchmark,13,961139465.0,599002113.0,0.1201990642271774,5.0
232605,naive_benchmark,13,87714443.0,605249685.0,0.1579178624083608,2.0
233083,naive_benchmark,13,87714443.0,605974147.0,0.1578306088273629,5.0
233437,naive_benchmark,13,150023465.0,611415081.0,0.999642454637772,2.0
233439,naive_benchmark,13,171043555.0,611415081.0,0.8840689111195578,3.0
233446,naive_benchmark,13,248744817.0,611415081.0,0.184802233219846,5.0
233457,naive_benchmark,13,531445867.0,611415081.0,0.9922224086347016,5.0
233471,naive_benchmark,13,548029223.0,611415081.0,0.9973567569513712,2.0
233548,naive_benchmark,13,606908629.0,611415081.0,0.953796480806389,2.0
234795,naive_benchmark,13,625807401.0,625129567.0,1.0,1.0
234813,naive_benchmark,13,760695869.0,625129567.0,0.1201990737881299,5.0
234818,naive_benchmark,13,800552679.0,625129567.0,0.1201990737881299,5.0
234985,naive_benchmark,13,625129567.0,625807401.0,1.0,1.0
235005,naive_benchmark,13,782949725.0,625807401.0,0.1201990782751756,2.0
238674,naive_benchmark,13,712234811.0,724535251.0,0.4905900754402644,3.0
238680,naive_benchmark,13,742848329.0,724535251.0,0.8906126028307569,2.0
238681,naive_benchmark,13,750555979.0,724535251.0,0.1673692101563504,5.0
239233,naive_benchmark,13,606908629.0,742848329.0,0.7961913249027138,5.0
239607,naive_benchmark,13,961139465.0,760695869.0,0.1577053528789739,1.0
239614,naive_benchmark,13,87714443.0,766265809.0,0.157830628190251,4.0
240329,naive_benchmark,13,760695869.0,961139465.0,0.1577053528789739,3.0
240596,naive_benchmark,13,87714443.0,1508358149.0,0.1664674589737801,1.0
245295,naive_benchmark,13,531445867.0,1576245463.0,0.9954666934165,3.0
245459,naive_benchmark,13,572941239.0,2282958441.0,0.9999999998989804,1.0
245892,naive_benchmark,13,579860437.0,3003915483.0,0.3062564041526474,5.0
246095,naive_benchmark,13,258517335.0,3947726283.0,0.99996729468182,2.0
246112,naive_benchmark,13,548284911.0,3947726283.0,0.9998592665312096,3.0
246630,naive_benchmark,13,216135357.0,87715591.0,0.9998816866306054,4.0
246735,naive_benchmark,13,87826451.0,87715933.0,0.9643720179663722,3.0
246880,naive_benchmark,13,216135357.0,87718201.0,0.9999989689658668,2.0
246893,naive_benchmark,13,87717679.0,87728491.0,0.559142906427914,4.0
247149,naive_benchmark,13,550534377.0,87762563.0,0.9994177415866948,1.0
247177,naive_benchmark,13,586816385.0,87762563.0,0.6391590791420471,4.0
247211,naive_benchmark,13,712234811.0,87762563.0,0.4294492040103483,4.0
247228,naive_benchmark,13,890975703.0,87762563.0,0.3049123761401881,1.0
247775,naive_benchmark,13,558780119.0,160990249.0,0.999999834669634,1.0
249265,naive_benchmark,13,308424113.0,492438185.0,0.9999999947153008,2.0
249825,naive_benchmark,13,87717679.0,531100211.0,0.9997263768276348,1.0
250681,naive_benchmark,13,606902667.0,542710173.0,0.9247423073922896,5.0
252991,naive_benchmark,13,87717679.0,566919195.0,0.5080964285532115,5.0
253323,naive_benchmark,13,292604263.0,571243295.0,0.9966202405913964,4.0
253375,naive_benchmark,13,655983003.0,571243295.0,0.3686130591981207,4.0
254342,naive_benchmark,13,216135357.0,590470371.0,0.9999999961072454,1.0
255084,naive_benchmark,13,87717679.0,614259333.0,0.9969209726697688,2.0
255160,naive_benchmark,13,613272881.0,617546845.0,0.3055348149041768,2.0
255574,naive_benchmark,13,87717679.0,693938943.0,0.9850982532844604,3.0
256044,naive_benchmark,13,563245989.0,2115456005.0,0.510481285358171,5.0
256106,naive_benchmark,13,606902667.0,2284641467.0,0.96177918998212,4.0
256697,naive_benchmark,13,556652401.0,87663725.0,0.9999973628464854,1.0
256781,naive_benchmark,13,606777051.0,87672019.0,0.3513539311092981,5.0
261538,naive_benchmark,13,87762563.0,138412021.0,0.9999997959486916,2.0
263385,naive_benchmark,13,534708719.0,150609723.0,0.9999249890691032,4.0
263917,naive_benchmark,13,548284911.0,153849433.0,0.999737150967716,4.0
267211,naive_benchmark,13,185203523.0,176230597.0,0.9999974498303388,2.0
270218,naive_benchmark,13,575672873.0,200303749.0,0.9994045619424732,3.0
272707,naive_benchmark,13,566404705.0,217351069.0,0.9999871301728503,3.0
272716,naive_benchmark,13,588385359.0,217351069.0,0.9987278177283244,4.0
272729,naive_benchmark,13,87762563.0,218541829.0,0.999991031277715,3.0
273178,naive_benchmark,13,614421633.0,223922381.0,0.6312933602890317,4.0
273798,naive_benchmark,13,139840069.0,231077105.0,0.9999953831914852,2.0
276261,naive_benchmark,13,185203523.0,265299281.0,0.9999948737778608,3.0
276713,naive_benchmark,13,753727943.0,271262125.0,0.5349601882409569,2.0
279751,naive_benchmark,13,87762563.0,318330861.0,0.9999999900416402,1.0
280090,naive_benchmark,13,739353675.0,324593209.0,0.459511176893409,3.0
280255,naive_benchmark,13,548284911.0,332027057.0,0.9999999977400128,1.0
281587,naive_benchmark,13,566404705.0,386868311.0,0.9998671338803156,5.0
282036,naive_benchmark,13,1508358149.0,402956693.0,0.2382599324694584,4.0
282773,naive_benchmark,13,602411207.0,425664083.0,0.3948793899468441,4.0
284080,naive_benchmark,13,533661155.0,470646883.0,0.9999881355393604,5.0
286289,naive_benchmark,13,578945467.0,488938741.0,0.2849902715294759,4.0
290180,naive_benchmark,13,1491685873.0,530171027.0,0.9948470774575028,3.0
292017,naive_benchmark,13,574111981.0,530936919.0,0.999999320454246,4.0
292041,naive_benchmark,13,721579335.0,530936919.0,0.9941414327446152,4.0
292172,naive_benchmark,13,584372993.0,531063051.0,0.9187485548774992,5.0
292233,naive_benchmark,13,737382627.0,531063051.0,0.8547560928756966,3.0
294509,naive_benchmark,13,410143113.0,532294765.0,0.999999999886992,2.0
305143,naive_benchmark,13,613272881.0,538583859.0,0.3039873154803255,5.0
307498,naive_benchmark,13,87826451.0,542028379.0,0.9671181523324914,1.0
307530,naive_benchmark,13,561174061.0,542028379.0,0.6467924373106281,5.0
315515,naive_benchmark,13,168921263.0,547847713.0,0.9999959205845876,4.0
315721,naive_benchmark,13,590633257.0,547885901.0,0.821467083829198,4.0
315769,naive_benchmark,13,739353675.0,547885901.0,0.5748247490074924,1.0
316715,naive_benchmark,13,578945467.0,548513333.0,0.2986505510510056,3.0
317038,naive_benchmark,13,258517335.0,548784763.0,0.9998865009894686,3.0
317765,naive_benchmark,13,580213669.0,549346639.0,0.9877082087381728,5.0
318346,naive_benchmark,13,613667015.0,549779641.0,0.5151323510188058,5.0
321686,naive_benchmark,13,582471237.0,554059363.0,0.9624910314230086,2.0
326550,naive_benchmark,13,605676499.0,561264281.0,0.9999858531389044,2.0
327363,naive_benchmark,13,87762563.0,562766695.0,0.9998129804716838,5.0
330576,naive_benchmark,13,574111981.0,567482797.0,0.9999993883280234,2.0
337036,naive_benchmark,13,87762563.0,576749245.0,0.9999856803171316,4.0
337338,naive_benchmark,13,613667015.0,577112461.0,0.5412125870886281,3.0
337473,naive_benchmark,13,574111981.0,577301153.0,0.9999993363294224,3.0
337486,naive_benchmark,13,647789999.0,577301153.0,0.9999958552959062,1.0
339149,naive_benchmark,13,605676499.0,579531221.0,0.999994990216978,1.0
340069,naive_benchmark,13,548284911.0,580924253.0,0.9999915912333204,2.0
340078,naive_benchmark,13,565648357.0,580924253.0,0.9999768537248253,3.0
341329,naive_benchmark,13,613272881.0,582722263.0,0.3040457794613601,3.0
342038,naive_benchmark,13,548284911.0,583639385.0,0.9996787045891672,5.0
343278,naive_benchmark,13,139840069.0,585315573.0,0.9999938640899138,3.0
